date,amount,balance
12/7/2018,-20.16,2873.7366
12/6/2018,-8.4,2853.5766
12/6/2018,-2.541,2845.1766
12/6/2018,-0.819,2842.6356
12/5/2018,-4.62,2841.8166
12/5/2018,-48.3,2837.1966
12/5/2018,-2.121,2788.8966
12/5/2018,-1.05,2786.7756
12/5/2018,-105,2785.7256
12/4/2018,-2.499,2680.7256
12/4/2018,-0.819,2678.2266
12/4/2018,-1.05,2677.4076
12/3/2018,-12.5874,2785.7256
12/4/2018,-2.3058,2773.1382
12/4/2018,-77.0868,2770.8324
12/3/2018,-1.701,2693.7456
12/3/2018,-0.882,2692.0446
12/3/2018,-0.882,2691.1626
12/4/2018,867.0648,2580.9126
12/3/2018,4.62,3447.9774
12/3/2018,-461.9916,3452.5974
12/3/2018,-8.0346,2990.6058
12/3/2018,-4.62,2982.5712
12/2/2018,461.958,2977.9512
12/2/2018,-48.3,3439.9092
12/2/2018,-3.7716,3391.6092
12/1/2018,-1.7346,3387.8376
12/1/2018,-27.2118,3386.103
12/2/2018,-461.958,3358.8912
12/2/2018,-12.2556,2896.9332
12/3/2018,-4.8888,2884.6776
12/3/2018,-0.42,2879.7888
12/3/2018,-4.4562,2879.3688
12/2/2018,-4.368,2874.9126
12/2/2018,-0.42,2870.5446
11/29/2018,-37.8,2870.1246
11/29/2018,-12.6,2832.3246
11/30/2018,-31.4916,2819.7246
11/30/2018,-4.62,2788.233
11/29/2018,-7.917,2783.613
11/29/2018,-1.701,2775.696
11/29/2018,-0.84,2773.995
11/29/2018,-5.5356,2773.155
11/29/2018,-461.958,2767.6194
11/29/2018,-5.313,2305.6614
11/30/2018,-4.5192,2300.3484
11/28/2018,-1.701,2295.8292
11/28/2018,-0.882,2294.1282
11/28/2018,-0.483,2293.2462
11/28/2018,-6.3,2292.7632
11/27/2018,-1.701,2286.4632
11/27/2018,-1.743,2284.7622
11/27/2018,-1.701,2283.0192
11/27/2018,-2.73,2281.3182
11/26/2018,-14.7,2278.5882
11/28/2018,-39.0474,2263.8882
11/27/2018,-13.8222,2224.8408
11/26/2018,63,2211.0186
11/25/2018,-14.7,2274.0186
11/24/2018,-14.7,2259.3186
11/25/2018,-33.411,2244.6186
11/26/2018,-10.5,2211.2076
11/25/2018,-24.0198,2200.7076
11/26/2018,-17.8458,2176.6878
11/26/2018,-3.6582,2158.842
11/25/2018,-88.2,2155.1838
11/25/2018,-4.557,2066.9838
11/25/2018,-17.3586,2062.4268
11/24/2018,-3.9144,2045.0682
11/23/2018,-17.6274,2041.1538
11/24/2018,-132.6024,2023.5264
11/24/2018,-84,1890.924
11/24/2018,-35.91,1806.924
11/24/2018,-168,1771.014
11/23/2018,-29.4,1603.014
11/25/2018,-0.2268,1573.614
11/24/2018,-4.5528,1573.3872
11/25/2018,-2.94,1568.8344
11/25/2018,-20.5548,1565.8944
11/24/2018,-6.93,1545.3396
11/24/2018,-4.2,1538.4096
11/24/2018,-33.6,1534.2096
11/23/2018,-6.9258,1500.6096
11/23/2018,-17.8542,1493.6838
11/23/2018,-171.9102,1475.8296
11/23/2018,-2.6796,1303.9194
11/23/2018,-7.3836,1301.2398
11/21/2018,-2.0118,1293.8562
11/22/2018,-4.6242,1291.8444
11/22/2018,-8.3328,1287.2202
11/21/2018,-3.99,1278.8874
11/21/2018,-16.8,1274.8974
11/21/2018,-25.1958,1258.0974
11/21/2018,-32.5836,1232.9016
11/21/2018,-7.245,1200.318
11/21/2018,-50.4,1193.073
11/20/2018,-33.6,1142.673
11/20/2018,-6.2622,1109.073
11/19/2018,-3.99,1102.8108
11/20/2018,-23.625,1098.8208
11/20/2018,-12.012,1075.1958
11/20/2018,-17.5476,1063.1838
11/19/2018,-32.4198,1045.6362
11/18/2018,-6.321,1013.2164
11/19/2018,-9.6936,1006.8954
11/18/2018,-14.3556,997.2018
11/18/2018,-1.7178,982.8462
11/17/2018,-33.5244,981.1284
11/17/2018,-8.3202,947.604
11/17/2018,-11.6004,939.2838
11/18/2018,-33.1002,927.6834
11/18/2018,-2.7762,894.5832
11/16/2018,-1.7178,891.807
11/16/2018,-15.9684,890.0892
11/16/2018,-6.006,874.1208
11/15/2018,-1.05,868.1148
11/16/2018,-2.2428,867.0648
11/14/2018,-1.05,864.822
11/14/2018,-13.2426,863.772
11/13/2018,-5.502,850.5294
11/13/2018,-0.3108,845.0274
11/13/2018,-1.05,844.7166
11/10/2018,-101.388,843.6666
11/10/2018,-101.388,742.2786
11/12/2018,-4.9266,640.8906
11/12/2018,-26.7834,635.964
11/11/2018,-31.9452,609.1806
11/10/2018,-7.1988,577.2354
11/10/2018,-11.634,570.0366
11/10/2018,-2.0538,558.4026
11/10/2018,-52.5,556.3488
11/10/2018,-24.6582,503.8488
11/10/2018,-25.2252,479.1906
11/12/2018,-2.772,453.9654
11/10/2018,-19.9794,451.1934
11/9/2018,-0.4158,431.214
11/9/2018,-6.3,430.7982
11/7/2018,-35.9814,424.4982
11/9/2018,-13.4778,388.5168
11/7/2018,-1.827,375.039
11/9/2018,-22.1634,373.212
11/8/2018,-2.94,351.0486
11/7/2018,-1.05,348.1086
11/6/2018,-1.701,347.0586
11/6/2018,-0.4662,345.3576
11/6/2018,-0.861,344.8914
11/6/2018,-1.05,344.0304
11/6/2018,-11.7222,342.9804
11/5/2018,-33.6714,331.2582
11/5/2018,-1.701,297.5868
11/5/2018,-0.861,295.8858
11/5/2018,-0.651,295.0248
11/5/2018,-3.57,294.3738
11/3/2018,-38.2872,290.8038
11/3/2018,-11.634,252.5166
11/3/2018,-10.416,240.8826
11/4/2018,-38.6526,230.4666
11/2/2018,-5.2878,191.814
11/4/2018,-2.3058,186.5262
11/3/2018,-42,184.2204
11/1/2018,-4.2,142.2204
11/2/2018,-8.61,138.0204
11/1/2018,-12.0456,129.4104
11/1/2018,-1.701,117.3648
11/1/2018,-0.861,115.6638
11/1/2018,-1.05,114.8028
11/1/2018,-8.0388,113.7528
11/1/2018,-73.71,105.714
11/1/2018,-21,32.004
10/31/2018,-1.701,11.004
10/31/2018,-0.861,9.303
10/31/2018,-1.05,8.442
11/1/2018,1264.599,7.392
10/30/2018,-4.641,1271.991
10/30/2018,-1.701,1267.35
10/30/2018,-1.05,1265.649
10/29/2018,-39.5346,1264.599
10/30/2018,-18.5052,1225.0644
10/30/2018,-6.3,1206.5592
10/26/2018,-37.8,1200.2592
10/26/2018,-2.1,1162.4592
10/28/2018,-18.7026,1160.3592
10/27/2018,-1.5918,1141.6566
10/27/2018,-68.8884,1140.0648
10/29/2018,-7.8582,1071.1764
10/28/2018,-39.0474,1063.3182
10/26/2018,-10.92,1024.2708
10/26/2018,-3.486,1013.3508
10/26/2018,-1.2432,1009.8648
10/26/2018,-1.05,1008.6216
10/27/2018,-57.8256,1007.5716
10/25/2018,-1.701,949.746
10/25/2018,-1.05,948.045
10/25/2018,-4.2,946.995
10/24/2018,-1.701,942.795
10/24/2018,-0.861,941.094
10/24/2018,-1.05,940.233
10/24/2018,-16.6614,939.183
10/23/2018,-10.227,922.5216
10/25/2018,-4.62,912.2946
10/24/2018,-6.93,907.6746
10/23/2018,-2.289,900.7446
10/23/2018,-6.9258,898.4556
10/23/2018,-1.7178,891.5298
10/22/2018,-4.2,889.812
10/23/2018,-22.5792,885.612
10/22/2018,-1.701,863.0328
10/22/2018,-0.861,861.3318
10/22/2018,-1.05,860.4708
10/21/2018,-29.4,859.4208
10/20/2018,-1.7178,830.0208
10/21/2018,-3.9816,828.303
10/20/2018,-19.0512,824.3214
10/22/2018,-3.696,805.2702
10/22/2018,-14.595,801.5742
10/22/2018,-6.93,786.9792
10/21/2018,-2.772,780.0492
10/20/2018,-50.4,777.2772
10/19/2018,-1.701,726.8772
10/19/2018,-1.05,725.1762
10/19/2018,-26.6826,724.1262
10/18/2018,-1.701,697.4436
10/18/2018,-1.05,695.7426
10/17/2018,-4.62,694.6926
10/18/2018,-13.419,690.0726
10/19/2018,-4.6242,676.6536
10/18/2018,-6.3,672.0294
10/17/2018,-18.8958,665.7294
10/17/2018,-14.1246,646.8336
10/17/2018,-1.701,632.709
10/17/2018,-1.05,631.008
10/16/2018,-4.1034,629.958
10/16/2018,-11.3778,625.8546
10/18/2018,-24.5112,614.4768
10/17/2018,-11.5542,589.9656
10/18/2018,-2.7636,578.4114
10/16/2018,-0.6762,575.6478
10/16/2018,-24.78,574.9716
10/16/2018,-1.05,550.1916
10/12/2018,-14.238,549.1416
10/12/2018,-7.14,534.9036
10/16/2018,-6.006,527.7636
10/15/2018,-1.701,521.7576
10/15/2018,-0.861,520.0566
10/15/2018,-1.05,519.1956
10/15/2018,-20.8614,518.1456
10/13/2018,-1.7178,497.2842
10/14/2018,-16.3716,495.5664
10/13/2018,-22.701,479.1948
10/14/2018,-13.4064,456.4938
10/13/2018,-37.8,443.0874
10/12/2018,-1.701,405.2874
10/12/2018,-1.05,403.5864
10/12/2018,-2.7762,402.5364
10/11/2018,-17.3502,399.7602
10/10/2018,-16.1742,382.41
10/10/2018,-8.4,366.2358
10/10/2018,-0.861,357.8358
10/9/2018,-8.3202,356.9748
10/10/2018,-3.2508,348.6546
10/10/2018,-0.42,345.4038
10/8/2018,-1.092,344.9838
10/8/2018,-0.861,343.8918
10/8/2018,-1.05,343.0308
10/8/2018,-15.7122,341.9808
10/8/2018,-1.1508,326.2686
10/8/2018,-10.941,325.1178
10/8/2018,-0.4158,314.1768
10/8/2018,-6.1278,313.761
10/8/2018,-2.94,307.6332
10/6/2018,-46.2,304.6932
10/7/2018,-1.8438,258.4932
10/5/2018,-1.764,256.6494
10/7/2018,-37.9428,254.8854
10/5/2018,-18.0852,216.9426
10/6/2018,-40.0764,198.8574
10/6/2018,-4.9854,158.781
10/6/2018,-4.3302,153.7956
10/5/2018,-1.701,149.4654
10/5/2018,-1.05,147.7644
10/5/2018,-18.9,146.7144
10/5/2018,-0.7014,127.8144
10/5/2018,-2.7762,127.113
10/4/2018,-2.0958,124.3368
10/4/2018,-1.365,122.241
10/5/2018,-1.0206,120.876
10/4/2018,-1.701,119.8554
10/4/2018,-0.819,118.1544
10/4/2018,-0.861,117.3354
10/3/2018,-4.347,116.4744
10/3/2018,-8.1312,112.1274
10/5/2018,-1.974,103.9962
10/4/2018,-0.6762,102.0222
10/3/2018,-0.861,101.346
10/3/2018,-1.05,100.485
10/3/2018,-3.78,99.435
10/2/2018,-27.3,95.655
10/3/2018,-2.94,68.355
10/2/2018,-4.2,65.415
10/3/2018,-40.866,61.215
10/2/2018,-0.861,20.349
10/2/2018,-1.05,19.488
10/3/2018,1194.3792,18.438
10/1/2018,-13.335,1212.8172
10/1/2018,-3.402,1199.4822
10/1/2018,-1.701,1196.0802
10/1/2018,-1.9194,1194.3792
10/1/2018,-3.9018,1192.4598
9/30/2018,-15.54,1188.558
9/29/2018,-1.7178,1173.018
9/30/2018,-24.7548,1171.3002
9/30/2018,-4.6242,1146.5454
9/29/2018,-4.7208,1141.9212
9/29/2018,-14.6202,1137.2004
10/1/2018,-2.352,1122.5802
10/1/2018,-2.2638,1120.2282
9/28/2018,-15.0192,1117.9644
9/28/2018,-15.5988,1102.9452
9/28/2018,-7.245,1087.3464
9/27/2018,-2.541,1080.1014
9/27/2018,-1.05,1077.5604
9/27/2018,-22.533,1076.5104
9/28/2018,-39.0474,1053.9774
9/26/2018,-4.62,1014.93
9/26/2018,-1.05,1010.31
9/26/2018,-9.3492,1009.26
9/25/2018,-1.701,999.9108
9/25/2018,-0.861,998.2098
9/25/2018,-1.05,997.3488
9/25/2018,-25.515,996.2988
9/24/2018,-4.242,970.7838
9/24/2018,-0.861,966.5418
9/24/2018,-1.05,965.6808
9/24/2018,-18.9,964.6308
9/24/2018,-6.93,945.7308
9/21/2018,-1.764,938.8008
9/22/2018,-31.2186,937.0368
9/21/2018,-10.2018,905.8182
9/22/2018,-18.0558,895.6164
9/21/2018,-20.559,877.5606
9/21/2018,-53.6172,857.0016
9/20/2018,-1.092,803.3844
9/20/2018,-0.861,802.2924
9/19/2018,-30.1476,801.4314
9/20/2018,-2.625,771.2838
9/19/2018,-1.05,768.6588
9/19/2018,-13.44,767.6088
9/19/2018,-7.0854,754.1688
9/18/2018,-1.512,747.0834
9/18/2018,-1.533,745.5714
9/17/2018,-0.861,744.0384
9/17/2018,-1.533,743.1774
9/16/2018,-27.7452,741.6444
9/15/2018,-47.4012,713.8992
9/16/2018,-4.9476,666.498
9/15/2018,-16.8,661.5504
9/13/2018,-15.12,644.7504
9/14/2018,-4.6536,629.6304
9/13/2018,-38.8038,624.9768
9/15/2018,-6.8964,586.173
9/14/2018,-30.4836,579.2766
9/14/2018,-8.841,548.793
9/12/2018,-1.365,539.952
9/12/2018,-9.8364,538.587
9/11/2018,-1.827,528.7506
9/11/2018,-2.562,526.9236
9/11/2018,-1.05,524.3616
9/11/2018,-38.64,523.3116
9/10/2018,-1.05,484.6716
9/11/2018,-4.62,483.6216
9/11/2018,-7.392,479.0016
9/8/2018,60.7488,471.6096
9/8/2018,63.7476,532.3584
9/7/2018,169.0794,596.106
9/8/2018,-35.28,765.1854
9/9/2018,-0.84,729.9054
9/7/2018,-316.9446,729.0654
9/8/2018,-1.05,412.1208
9/9/2018,-55.0284,411.0708
9/8/2018,-39.5178,356.0424
9/10/2018,-6.9972,316.5246
9/10/2018,-5.3088,309.5274
9/8/2018,-2.94,304.2186
9/8/2018,-40.0764,301.2786
9/9/2018,-6.3,261.2022
9/7/2018,-6.4596,254.9022
9/7/2018,-0.84,248.4426
9/7/2018,-6.9384,247.6026
9/6/2018,-20.349,240.6642
9/6/2018,-3.192,220.3152
9/6/2018,-0.861,217.1232
9/4/2018,-14.7966,216.2622
9/7/2018,-12.2304,201.4656
9/5/2018,-1.596,189.2352
9/5/2018,-0.861,187.6392
9/5/2018,-11.9784,186.7782
9/6/2018,-14.9982,174.7998
9/6/2018,-13.8432,159.8016
9/5/2018,-11.9826,145.9584
9/4/2018,-11.256,133.9758
9/4/2018,-2.604,122.7198
9/5/2018,1076.1072,120.1158
9/4/2018,-6.5016,1196.223
9/3/2018,-6.3336,1189.7214
9/4/2018,-15.2334,1183.3878
9/4/2018,-13.8684,1168.1544
9/4/2018,-27.804,1154.286
9/3/2018,-16.8,1126.482
9/3/2018,-33.5748,1109.682
9/3/2018,-12.369,1076.1072
9/1/2018,-10.479,1063.7382
9/1/2018,-22.1508,1053.2592
9/3/2018,-2.772,1031.1084
9/2/2018,-3.696,1028.3364
8/31/2018,-5.2038,1024.6404
8/30/2018,-44.079,1019.4366
8/31/2018,-3.4398,975.3576
8/31/2018,-29.1228,971.9178
8/30/2018,-2.1252,942.795
8/30/2018,-5.229,940.6698
8/30/2018,-1.05,935.4408
8/30/2018,-9.744,934.3908
8/30/2018,-11.634,924.6468
8/30/2018,-4.2,913.0128
8/30/2018,-28.98,908.8128
8/29/2018,-58.8,879.8328
8/29/2018,-21,821.0328
8/29/2018,-39.6942,800.0328
8/28/2018,-8.3328,760.3386
8/28/2018,-1.827,752.0058
8/30/2018,-1.7598,750.1788
8/30/2018,-2.6712,748.419
8/30/2018,-1.26,745.7478
8/28/2018,-2.6544,744.4878
8/28/2018,-0.462,498.9894
8/28/2018,-4.158,498.5274
8/28/2018,-8.967,494.3694
8/28/2018,-3.0282,485.4024
8/28/2018,-61.11,482.3742
8/28/2018,96.8772,741.8334
8/28/2018,23.0412,644.9562
8/28/2018,17.5266,621.915
8/28/2018,18.2196,604.3884
8/28/2018,13.0242,586.1688
8/28/2018,5.4264,573.1446
8/28/2018,5.4264,567.7182
8/28/2018,1.1802,562.2918
8/28/2018,14.7,561.1116
8/28/2018,4.2,546.4116
8/28/2018,28.4382,542.2116
8/28/2018,14.784,513.7734
8/28/2018,-14.7,421.2642
8/28/2018,-4.2,406.5642
8/28/2018,-28.4382,402.3642
8/28/2018,-14.784,373.926
8/28/2018,-14.7,359.142
8/28/2018,-4.2,344.442
8/28/2018,-28.4382,340.242
8/28/2018,-14.784,311.8038
8/28/2018,-96.8772,297.0198
8/28/2018,-17.5266,200.1426
8/28/2018,-5.4264,182.616
8/28/2018,-18.2196,177.1896
8/28/2018,-5.4264,158.97
8/28/2018,-1.1802,153.5436
8/28/2018,-13.0242,152.3634
8/28/2018,-23.0412,139.3392
8/28/2018,-96.8772,116.298
8/28/2018,-17.5266,19.4208
8/28/2018,-13.0242,1.8942
8/28/2018,-23.0412,-11.13
8/28/2018,-5.4264,-34.1712
8/28/2018,-18.2196,-39.5976
8/28/2018,-5.4264,-57.8172
8/28/2018,-1.1802,-63.2436
8/26/2018,-2.8434,-64.4238
8/27/2018,-4.1622,-67.2672
8/27/2018,-9.2652,-71.4294
8/27/2018,-16.1868,-80.6946
8/28/2018,-37.8,-96.8814
8/19/2018,-48.342,-134.6814
8/20/2018,-50.4,-183.0234
8/19/2018,-0.3402,-233.4234
8/17/2018,-1.8438,251.9244
8/11/2018,-141.4098,250.0806
8/8/2018,-2.94,108.6708
7/28/2018,-7.0308,105.7308
7/28/2018,-16.5438,98.7
7/28/2018,-6.7284,82.1562
7/28/2018,-1.1046,75.4278
7/27/2018,-19.5426,74.3232
7/26/2018,-12.5412,54.7806
7/28/2018,-37.8,42.2394
7/26/2018,-0.0714,4.4394
7/26/2018,-1.827,4.368
7/26/2018,-1.68,2.541
7/26/2018,-0.861,0.861
7/29/2018,2928.7146,0
7/26/2018,-6.006,2928.7146
7/26/2018,-9.4794,2922.7086
7/26/2018,-3.696,2913.2292
7/25/2018,-20.4246,2909.5332
7/26/2018,-7.56,2889.1086
7/26/2018,-12.9486,2881.5486
7/26/2018,-16.8,2868.6
7/25/2018,-1.6716,2851.8
7/25/2018,-0.861,2850.1284
7/25/2018,-0.483,2849.2674
7/25/2018,-4.6158,2848.7844
7/25/2018,-255.2592,2844.1686
7/24/2018,-1.9656,2588.9094
7/24/2018,-40.2318,2586.9438
7/23/2018,-25.2,2546.712
7/23/2018,-7.7448,2521.512
7/23/2018,-27.6822,2513.7672
7/21/2018,-33.1632,2486.085
7/22/2018,-133.7322,2452.9218
7/21/2018,-23.1,2319.1896
7/21/2018,-7.5264,2296.0896
7/21/2018,-77.7,2288.5632
7/20/2018,-147,2210.8632
7/20/2018,-13.6794,2063.8632
7/21/2018,-10.584,2050.1838
7/21/2018,-11.571,2039.5998
7/20/2018,-3.192,2028.0288
7/20/2018,-0.861,2024.8368
7/21/2018,-2.7888,2023.9758
7/19/2018,-24.297,2021.187
7/19/2018,-1.827,1996.89
7/20/2018,-50.4,1995.063
7/19/2018,-1.68,1944.663
7/19/2018,-34.86,1942.983
7/19/2018,-23.1168,1908.123
7/19/2018,-3.465,1885.0062
7/19/2018,-28.2996,1881.5412
7/18/2018,-1.365,1853.2416
7/18/2018,-1.9656,1851.8766
7/18/2018,-2.52,1849.911
7/18/2018,-0.861,1847.391
7/18/2018,-0.861,1846.53
7/18/2018,-43.26,1845.669
7/17/2018,-15.6366,1802.409
7/18/2018,-11.4156,1786.7724
7/17/2018,-1.68,1775.3568
7/17/2018,-0.861,1773.6768
7/17/2018,-0.861,1772.8158
7/17/2018,-0.861,1771.9548
7/18/2018,-0.0714,1771.0938
7/16/2018,-33.579,1771.0224
7/16/2018,-4.242,1737.4434
7/16/2018,-0.861,1733.2014
7/16/2018,-0.651,1732.3404
7/16/2018,-0.861,1731.6894
7/17/2018,-1.8438,1730.8284
7/16/2018,-1.7934,1728.9846
7/15/2018,-1.6758,1727.1912
7/16/2018,-42.6048,1725.5154
7/16/2018,-74.0628,1682.9106
7/16/2018,-0.8988,1608.8478
7/14/2018,-9.24,1607.949
7/15/2018,-10.122,1598.709
7/15/2018,-12.2724,1588.587
7/14/2018,-44.1,1576.3146
7/14/2018,-1.26,1532.2146
7/15/2018,-18.9,1530.9546
7/13/2018,-28.3248,1512.0546
7/13/2018,-3.906,1483.7298
7/13/2018,-31.1052,1479.8238
7/14/2018,-3.1752,1448.7186
7/13/2018,-0.861,1445.5434
7/13/2018,-1.05,1444.6824
7/12/2018,-1.8438,1443.6324
7/13/2018,-9.8448,1441.7886
7/12/2018,-18.9,1431.9438
7/12/2018,-8.001,1413.0438
7/13/2018,-24.0156,1405.0428
7/12/2018,-3.192,1381.0272
7/12/2018,-0.651,1377.8352
7/12/2018,-3.822,1377.1842
7/12/2018,-0.819,1373.3622
7/12/2018,-5.6742,1372.5432
7/11/2018,-79.8,1366.869
7/11/2018,-2.0118,1287.069
7/11/2018,-4.242,1285.0572
7/11/2018,-0.861,1280.8152
7/11/2018,-0.609,1279.9542
7/11/2018,-0.861,1279.3452
7/11/2018,-88.8846,1278.4842
7/11/2018,-6.93,1189.5996
7/10/2018,-0.861,1182.6696
7/10/2018,-1.05,1181.8086
7/10/2018,-4.62,1180.7586
7/10/2018,-11.5542,1176.1386
7/9/2018,-7.4676,1164.5844
7/9/2018,-2.562,1157.1168
7/9/2018,-0.861,1154.5548
7/8/2018,-6.3,1153.6938
7/9/2018,-4.62,1147.3938
7/8/2018,-2.94,1142.7738
7/9/2018,-5.4768,1139.8338
7/9/2018,-6.1572,1134.357
7/4/2018,-6.804,1128.1998
7/7/2018,-18.795,1121.3958
7/7/2018,-52.5,1102.6008
7/7/2018,-90.4848,1050.1008
7/7/2018,-62.811,959.616
7/6/2018,-3.7464,896.805
7/8/2018,-2.3058,893.0586
7/6/2018,-2.562,890.7528
7/6/2018,-0.861,888.1908
7/6/2018,-0.861,887.3298
7/7/2018,-52.899,886.4688
7/6/2018,-13.4106,833.5698
7/5/2018,-3.3768,820.1592
7/5/2018,-2.562,816.7824
7/5/2018,-0.861,814.2204
7/5/2018,-0.336,813.3594
7/5/2018,-0.861,813.0234
7/5/2018,-0.651,812.1624
7/5/2018,-11.3778,811.5114
7/4/2018,-15.372,800.1336
7/4/2018,-25.2,784.7616
7/5/2018,-109.2462,759.5616
7/4/2018,-52.3572,650.3154
7/3/2018,-1.827,597.9582
7/3/2018,-21.3948,596.1312
7/2/2018,-68.8758,574.7364
7/3/2018,-48.2874,505.8606
7/1/2018,-94.5,457.5732
7/2/2018,-5.8254,363.0732
7/2/2018,-0.861,357.2478
7/2/2018,-0.861,356.3868
7/2/2018,-5.5188,355.5258
6/30/2018,-2.709,350.007
6/30/2018,-29.4,347.298
7/1/2018,-58.59,317.898
6/30/2018,-163.8,259.308
6/30/2018,-19.9164,95.508
6/30/2018,-4.6158,75.5916
7/1/2018,-18.4926,70.9758
6/29/2018,-2.1714,52.4832
6/29/2018,-0.84,50.3118
6/28/2018,-27.3,49.4718
6/28/2018,-12.4068,22.1718
6/28/2018,-0.84,9.765
6/28/2018,-0.315,8.925
6/28/2018,-0.84,8.61
6/30/2018,2555.5068,7.77
6/28/2018,-6.93,2563.2768
6/27/2018,-0.84,2556.3468
6/27/2018,-11.9658,2555.5068
6/27/2018,-25.2756,2543.541
6/28/2018,-29.4,2518.2654
6/26/2018,-27.72,2488.8654
6/26/2018,-3.1458,2461.1454
6/26/2018,-0.84,2457.9996
6/27/2018,-7.4298,2457.1596
6/26/2018,-19.74,2449.7298
6/25/2018,-33.6,2429.9898
6/25/2018,-0.84,2396.3898
6/25/2018,-0.84,2395.5498
6/25/2018,-1.05,2394.7098
6/24/2018,-9.744,2393.6598
6/24/2018,-54.6,2383.9158
6/23/2018,-24.9438,2329.3158
6/23/2018,-1.6758,2304.372
6/24/2018,-6.762,2302.6962
6/22/2018,-77.658,2295.9342
6/23/2018,-13.4988,2218.2762
6/23/2018,-16.5732,2204.7774
6/22/2018,-0.84,2188.2042
6/22/2018,-0.525,2187.3642
6/21/2018,-23.1966,2186.8392
6/22/2018,-16.6488,2163.6426
6/22/2018,-45.549,2146.9938
6/21/2018,-3.3306,2101.4448
6/21/2018,-18.06,2098.1142
6/21/2018,-42.6594,2080.0542
6/21/2018,-44.2092,2037.3948
6/21/2018,-13.44,1993.1856
6/20/2018,-1.47,1979.7456
6/20/2018,-0.84,1978.2756
6/19/2018,-33.6,1977.4356
6/19/2018,-7.3416,1943.8356
6/19/2018,-2.9652,1936.494
6/20/2018,-50.4,1933.5288
6/19/2018,-0.84,1883.1288
6/19/2018,-0.84,1882.2888
6/20/2018,32.3652,1881.4488
6/19/2018,-6.3252,1913.814
6/19/2018,-42,1907.4888
6/18/2018,-0.84,1865.4888
6/18/2018,-0.462,1864.6488
6/18/2018,-0.84,1864.1868
6/18/2018,-1.05,1863.3468
6/18/2018,-26.082,1862.2968
6/18/2018,-46.788,1836.2148
6/17/2018,-3.3894,1789.4268
6/17/2018,-1.8438,1786.0374
6/16/2018,-14.5404,1784.1936
6/16/2018,-478.632,1769.6532
6/16/2018,-101.0436,1291.0212
6/16/2018,-101.0436,1189.9776
6/16/2018,-2.457,1088.934
6/16/2018,-2.457,1086.477
6/16/2018,-161.6118,1084.02
6/15/2018,-1.365,922.4082
6/14/2018,-0.63,921.0432
6/14/2018,-34.86,920.4132
6/13/2018,-1.1508,885.5532
6/12/2018,-28.203,884.4024
6/12/2018,-1.365,856.1994
6/12/2018,-67.2,854.8344
6/11/2018,-0.84,787.6344
6/12/2018,-1.491,786.7944
6/10/2018,-7.917,785.3034
6/11/2018,-4.9476,777.3864
6/10/2018,-35.6076,772.4388
6/9/2018,-16.2582,736.8312
6/10/2018,-1.6758,720.573
6/10/2018,-10.3152,718.8972
6/9/2018,-9.6054,708.582
6/9/2018,-11.634,698.9766
6/8/2018,-27.3168,687.3426
6/9/2018,-4.0698,660.0258
6/8/2018,-2.562,655.956
6/8/2018,-0.84,653.394
6/8/2018,-0.462,652.554
6/8/2018,-0.819,652.092
6/8/2018,-2.94,651.273
6/8/2018,-5.8632,648.333
6/9/2018,-2.772,642.4698
6/9/2018,-3.8052,639.6978
6/7/2018,-2.3898,635.8926
6/7/2018,-1.596,633.5028
6/7/2018,-0.84,631.9068
6/7/2018,-0.462,631.0668
6/7/2018,-0.315,630.6048
6/7/2018,-0.819,630.2898
6/6/2018,-4.0572,629.4708
6/7/2018,-4.5024,625.4136
6/7/2018,-43.26,620.9112
6/6/2018,-3.0996,577.6512
6/6/2018,-8.4,574.5516
6/5/2018,-5.4516,566.1516
6/6/2018,-22.68,560.7
6/6/2018,-19.74,538.02
6/5/2018,-11.55,518.28
6/6/2018,-15.96,506.73
6/5/2018,-1.365,490.77
6/4/2018,-2.2764,489.405
6/4/2018,-1.6548,487.1286
6/4/2018,-26.5776,485.4738
6/3/2018,-52.5,458.8962
6/3/2018,-39.9,406.3962
6/3/2018,-16.8,366.4962
6/2/2018,-20.5968,349.6962
6/2/2018,-7.8414,329.0994
6/3/2018,-1.7514,321.258
6/2/2018,-15.7836,319.5066
6/2/2018,-7.6188,303.723
6/1/2018,32.1174,296.1042
6/1/2018,64.8144,328.2216
6/1/2018,-79.6572,393.036
5/31/2018,-1.617,313.3788
5/31/2018,-0.315,311.7618
5/30/2018,-20.8572,311.4468
5/31/2018,-0.4578,290.5896
5/29/2018,-22.6632,290.1318
5/29/2018,-0.315,267.4686
5/29/2018,-3.7002,267.1536
5/29/2018,-3.3726,263.4534
5/28/2018,-32.1174,260.0808
5/28/2018,-2.9904,227.9634
5/28/2018,-21,224.973
5/28/2018,-8.4,203.973
5/28/2018,-17.0436,195.573
5/29/2018,-54.18,178.5294
5/28/2018,-64.8144,124.3494
5/28/2018,-3.1836,59.535
5/28/2018,-17.199,56.3514
5/26/2018,-20.58,39.1524
5/28/2018,-0.945,18.5724
5/28/2018,-10.6974,17.6274
5/28/2018,-6.93,6.93
5/29/2018,1661.2554,0
5/28/2018,-6.048,1661.2554
5/25/2018,-26.439,1655.2074
5/26/2018,-22.7808,1628.7684
5/28/2018,-29.4,1605.9876
5/26/2018,-21,1576.5876
5/26/2018,-1.7346,1555.5876
5/27/2018,-29.967,1553.853
5/25/2018,-1.827,1523.886
