date,amount,balance
5/24/2018,-28.4634,1522.059
5/24/2018,-1.827,1493.5956
5/23/2018,-5.502,1491.7686
5/22/2018,-28.14,1486.2666
5/22/2018,-54.6,1458.1266
5/22/2018,-0.315,1403.5266
5/20/2018,-12.894,1403.2116
5/19/2018,-6.1152,1390.3176
5/21/2018,-0.315,1384.2024
5/20/2018,-4.347,1383.8874
5/21/2018,-6.783,1379.5404
5/21/2018,-15.8298,1372.7574
5/21/2018,-14.8428,1356.9276
5/21/2018,-12.642,1342.0848
5/21/2018,-20.979,1329.4428
5/21/2018,-50.4,1308.4638
5/20/2018,-19.7568,1258.0638
5/20/2018,-24.0744,1238.307
5/20/2018,-0.42,1214.2326
5/19/2018,-9.6054,1213.8126
5/18/2018,-1.155,1204.2072
5/17/2018,-30.7986,1203.0522
5/17/2018,-0.315,1172.2536
5/17/2018,-0.315,1171.9386
5/16/2018,-3.2676,1171.6236
5/17/2018,-1.8438,1168.356
5/16/2018,-0.945,1166.5122
5/16/2018,-12.4068,1165.5672
5/16/2018,-32.34,1153.1604
5/16/2018,-58.002,1120.8204
5/16/2018,-7.392,1062.8184
5/15/2018,-33.579,1055.4264
5/15/2018,-0.315,1021.8474
5/16/2018,-6.6528,1021.5324
5/14/2018,-5.964,1014.8796
5/13/2018,-20.5044,1008.9156
5/13/2018,-14.0742,988.4112
5/13/2018,-32.0334,974.337
5/13/2018,-33.6,942.3036
5/11/2018,-10.542,908.7036
5/13/2018,-6.1152,898.1616
5/13/2018,-5.775,892.0464
5/10/2018,-20.8152,886.2714
5/11/2018,-14.9016,865.4562
5/11/2018,-7.3752,850.5546
5/10/2018,-0.315,843.1794
5/10/2018,-21.042,842.8644
5/9/2018,-0.63,821.8224
5/9/2018,-0.315,821.1924
5/8/2018,-0.315,820.8774
5/9/2018,-2.94,820.5624
5/7/2018,-10.9872,817.6224
5/7/2018,-14.679,806.6352
5/7/2018,-0.315,791.9562
5/7/2018,-27.8502,791.6412
5/7/2018,-52.5,763.791
5/7/2018,-6.1152,711.291
5/6/2018,-6.5268,705.1758
5/6/2018,-21,698.649
5/6/2018,-3.8262,677.649
5/6/2018,-4.6326,673.8228
5/6/2018,-87.3558,669.1902
5/6/2018,-14.3346,581.8344
5/5/2018,-6.1992,567.4998
5/3/2018,-18.3792,561.3006
5/4/2018,-24.36,542.9214
5/3/2018,-0.63,518.5614
5/3/2018,-0.315,517.9314
5/3/2018,-86.1,517.6164
5/2/2018,-0.84,431.5164
5/3/2018,-29.4,430.6764
5/2/2018,-81.9,401.2764
4/30/2018,-17.6442,319.3764
4/30/2018,-3.0996,301.7322
4/30/2018,-12.2514,298.6326
4/27/2018,-30.5088,286.3812
4/27/2018,-165.3498,255.8724
4/27/2018,71.148,90.5226
4/27/2018,22.1676,161.6706
4/27/2018,-6.3,183.8382
4/27/2018,-16.8,177.5382
4/27/2018,-20.16,160.7382
4/26/2018,-2.499,140.5782
4/28/2018,3360,138.0792
4/26/2018,-8.4,3498.0792
4/26/2018,-4.1664,3489.6792
4/24/2018,-11.34,3485.5128
4/24/2018,-1156.0458,3474.1728
4/23/2018,-0.84,2318.127
4/23/2018,-1.8858,2317.287
4/23/2018,-66.6624,2315.4012
4/22/2018,-5.5566,2248.7388
4/22/2018,-6.342,2243.1822
4/21/2018,-5.5482,2236.8402
4/20/2018,-9.6054,2231.292
4/22/2018,-321.6402,2221.6866
4/22/2018,-4.2504,1900.0464
4/22/2018,-31.7772,1895.796
4/21/2018,-12.894,1864.0188
4/20/2018,-3.9438,1851.1248
4/19/2018,-10.017,1847.181
4/19/2018,-0.84,1837.164
4/18/2018,-31.5,1836.324
4/19/2018,-3.3432,1804.824
4/18/2018,-0.84,1801.4808
4/18/2018,-0.84,1800.6408
4/18/2018,-0.63,1799.8008
4/19/2018,-27.4932,1799.1708
4/17/2018,-23.1168,1771.6776
4/17/2018,-64.7346,1748.5608
4/16/2018,-0.84,1683.8262
4/16/2018,-1.302,1682.9862
4/17/2018,-4.7418,1681.6842
4/16/2018,-4.3512,1676.9424
4/15/2018,-9.66,1672.5912
4/15/2018,-44.1,1662.9312
4/15/2018,-60.1104,1618.8312
4/14/2018,-37.38,1558.7208
4/16/2018,-8.2026,1521.3408
4/14/2018,-3.024,1513.1382
4/14/2018,-4.83,1510.1142
4/13/2018,-6.9174,1505.2842
4/13/2018,-963.5262,1498.3668
4/14/2018,-5.7792,534.8406
4/15/2018,-82.7694,529.0614
4/14/2018,-30.051,446.292
4/16/2018,840,416.241
4/14/2018,-82.6938,1256.241
4/13/2018,-5.9472,1173.5472
4/12/2018,-700.6314,1167.6
4/12/2018,-3.0282,466.9686
4/12/2018,-2.142,463.9404
4/13/2018,-2.9988,461.7984
4/13/2018,-2.3478,458.7996
4/12/2018,-25.41,456.4518
4/12/2018,-40.95,431.0418
4/11/2018,-7.14,390.0918
4/11/2018,-10.5,382.9518
4/11/2018,-2.31,372.4518
4/11/2018,-4.2,370.1418
4/11/2018,-6.3,365.9418
4/12/2018,-15.6954,359.6418
4/11/2018,-89.88,343.9464
4/11/2018,-5.46,254.0664
4/11/2018,-7.875,248.6064
4/10/2018,-29.4,240.7314
4/10/2018,-18.9,211.3314
4/8/2018,-92.0262,192.4314
4/9/2018,-50.4,100.4052
4/10/2018,-17.0772,50.0052
4/10/2018,-16.8,32.928
4/10/2018,-4.2,16.128
4/10/2018,-4.2,11.928
4/11/2018,-7.728,7.728
4/12/2018,1207.4076,0
4/11/2018,-35.7,1207.4076
4/10/2018,-23.52,1171.7076
4/10/2018,-50.4,1148.1876
4/9/2018,-3.4986,1097.7876
4/10/2018,-9.66,1094.289
4/9/2018,-15.5358,1084.629
4/10/2018,-31.08,1069.0932
4/9/2018,-105,1038.0132
4/9/2018,-111.3,933.0132
4/10/2018,-9.177,821.7132
4/10/2018,-8.883,812.5362
4/9/2018,-21,803.6532
4/10/2018,-2.5326,782.6532
4/9/2018,-33.6,780.1206
4/9/2018,-206.871,746.5206
4/8/2018,-12.7008,539.6496
4/7/2018,-15.96,526.9488
4/7/2018,-10.8276,510.9888
4/8/2018,-24.78,500.1612
4/7/2018,-70.5264,475.3812
4/7/2018,-21,404.8548
4/6/2018,-8.4,383.8548
4/7/2018,-17.9466,375.4548
4/7/2018,-5.46,357.5082
4/6/2018,-4.83,352.0482
4/6/2018,-4.83,347.2182
4/6/2018,-14.7,342.3882
4/7/2018,-10.5,327.6882
4/7/2018,-12.2472,317.1882
4/6/2018,-6.7914,304.941
4/7/2018,-4.6872,298.1496
4/7/2018,-4.9266,293.4624
4/6/2018,-21,288.5358
4/5/2018,-6.468,267.5358
4/5/2018,-14.4144,261.0678
4/6/2018,-7.8204,246.6534
4/5/2018,-2.1,238.833
4/5/2018,-14.7,236.733
4/5/2018,-1.197,222.033
4/4/2018,-10.5,220.836
4/5/2018,-1.113,210.336
4/5/2018,-29.4,209.223
4/4/2018,-4.3806,179.823
4/5/2018,-11.3988,175.4424
4/4/2018,-4.2588,164.0436
4/3/2018,-27.279,159.7848
4/3/2018,-38.64,132.5058
4/3/2018,-6.5142,93.8658
4/3/2018,-6.1362,87.3516
4/3/2018,-1.6884,81.2154
4/3/2018,-3.906,79.527
4/2/2018,-2.0958,75.621
4/2/2018,-73.5252,73.5252
4/3/2018,598.6554,0
4/1/2018,-16.401,598.6554
4/1/2018,-13.5576,582.2544
4/1/2018,-9.6306,568.6968
3/31/2018,-15.876,559.0662
3/28/2018,-369.474,543.1902
3/27/2018,-37.4514,173.7162
3/26/2018,-113.274,136.2648
3/26/2018,-22.9908,22.9908
3/27/2018,806.2236,0
3/26/2018,-651.5502,806.2236
3/25/2018,-100.0734,154.6734
3/25/2018,-54.6,54.6
